YEARMONTH,INCIDENTCLASSIFICATION,INCIDENTBOROUGH,INCIDENTCOUNT,AVERAGERESPONSETIME
2012/10,NonStructural Fires,Brooklyn,443,4:47
2012/10,NonStructural Fires,Queens,306,5:49
2012/10,Structural Fires,New York City,2359,4:24
2012/10,Structural Fires,Manhattan,462,4:20
2012/10,Structural Fires,Bronx,472,4:24
2012/10,Structural Fires,Staten Island,143,4:51
2012/10,Structural Fires,Brooklyn,783,4:02
2012/10,Structural Fires,Queens,499,4:53
2012/09,All Fire/Emergency Incidents,New York City,39710,4:37
2012/09,All Fire/Emergency Incidents,Manhattan,10437,4:46
2012/09,All Fire/Emergency Incidents,Bronx,7765,4:52
2012/09,All Fire/Emergency Incidents,Staten Island,1959,4:33
2012/09,All Fire/Emergency Incidents,Brooklyn,11340,4:11
2012/09,All Fire/Emergency Incidents,Queens,8209,4:50
2012/09,False Alarm,New York City,1877,4:29
2012/09,False Alarm,Manhattan,413,4:31
2012/09,False Alarm,Bronx,474,4:48
2012/09,False Alarm,Staten Island,133,4:16
2012/09,False Alarm,Brooklyn,388,4:08
2012/09,False Alarm,Queens,469,4:30
2012/09,Medical Emergencies,New York City,17832,4:09
2012/09,Medical Emergencies,Manhattan,4827,4:15
2012/09,Medical Emergencies,Bronx,3357,4:20
2012/09,Medical Emergencies,Staten Island,841,4:17
2012/09,Medical Emergencies,Brooklyn,5178,3:49
2012/09,Medical Emergencies,Queens,3629,4:22
2012/09,Medical False Alarm,New York City,291,4:19
2012/09,Medical False Alarm,Manhattan,81,4:27
2012/09,Medical False Alarm,Bronx,57,4:45
2012/09,Medical False Alarm,Staten Island,10,4:42
2012/09,Medical False Alarm,Brooklyn,86,3:45
2012/09,Medical False Alarm,Queens,57,4:32
2012/09,NonMedical Emergencies,New York City,16822,5:06
2012/09,NonMedical Emergencies,Manhattan,4405,5:15
2012/09,NonMedical Emergencies,Bronx,3311,5:23
2012/09,NonMedical Emergencies,Staten Island,826,4:49
2012/09,NonMedical Emergencies,Brooklyn,4826,4:37
2012/09,NonMedical Emergencies,Queens,3454,5:21
2012/09,NonStructural Fires,New York City,1001,4:21
2012/09,NonStructural Fires,Manhattan,251,4:22
2012/09,NonStructural Fires,Bronx,171,4:52
2012/09,NonStructural Fires,Staten Island,57,4:07
2012/09,NonStructural Fires,Brooklyn,288,3:48
2012/09,NonStructural Fires,Queens,234,4:42
2012/09,Structural Fires,New York City,1887,4:02
2012/09,Structural Fires,Manhattan,460,4:10
2012/09,Structural Fires,Bronx,395,4:11
2012/09,Structural Fires,Staten Island,92,4:37
2012/09,Structural Fires,Brooklyn,574,3:35
2012/09,Structural Fires,Queens,366,4:17
2012/08,All Fire/Emergency Incidents,New York City,42214,4:38
2012/08,All Fire/Emergency Incidents,Manhattan,11506,4:47
2012/08,All Fire/Emergency Incidents,Bronx,8375,4:52
2012/08,All Fire/Emergency Incidents,Staten Island,2045,4:40
2012/08,All Fire/Emergency Incidents,Brooklyn,11859,4:11
2012/08,All Fire/Emergency Incidents,Queens,8429,4:51
2012/08,False Alarm,New York City,2194,4:28
2012/08,False Alarm,Manhattan,518,4:44
2012/08,False Alarm,Bronx,518,4:42
2012/08,False Alarm,Staten Island,162,4:37
2012/08,False Alarm,Brooklyn,508,3:56
2012/08,False Alarm,Queens,488,4:27
2012/08,Medical Emergencies,New York City,19395,4:10
2012/08,Medical Emergencies,Manhattan,5502,4:20
2012/08,Medical Emergencies,Bronx,3565,4:19
2012/08,Medical Emergencies,Staten Island,857,4:26
2012/08,Medical Emergencies,Brooklyn,5656,3:48
2012/08,Medical Emergencies,Queens,3815,4:19
2012/08,Medical False Alarm,New York City,371,4:06
2012/08,Medical False Alarm,Manhattan,102,4:13
2012/08,Medical False Alarm,Bronx,87,4:23
2012/08,Medical False Alarm,Staten Island,20,4:10
2012/08,Medical False Alarm,Brooklyn,104,3:36
2012/08,Medical False Alarm,Queens,58,4:24
2012/08,NonMedical Emergencies,New York City,17436,5:08
2012/08,NonMedical Emergencies,Manhattan,4719,5:13
2012/08,NonMedical Emergencies,Bronx,3613,5:23
2012/08,NonMedical Emergencies,Staten Island,856,4:55
2012/08,NonMedical Emergencies,Brooklyn,4756,4:40
2012/08,NonMedical Emergencies,Queens,3492,5:26
2012/08,NonStructural Fires,New York City,1044,4:23
2012/08,NonStructural Fires,Manhattan,241,4:15
2012/08,NonStructural Fires,Bronx,191,4:42
2012/08,NonStructural Fires,Staten Island,54,4:33
2012/08,NonStructural Fires,Brooklyn,309,4:00
2012/08,NonStructural Fires,Queens,249,4:43
2012/08,Structural Fires,New York City,1774,4:05
2012/08,Structural Fires,Manhattan,424,4:15
2012/08,Structural Fires,Bronx,401,4:13
2012/08,Structural Fires,Staten Island,96,4:28
2012/08,Structural Fires,Brooklyn,526,3:34
2012/08,Structural Fires,Queens,327,4:27
2012/07,All Fire/Emergency Incidents,New York City,43783,4:41
2012/07,All Fire/Emergency Incidents,Manhattan,11613,4:48
2012/07,All Fire/Emergency Incidents,Bronx,8719,4:58
2012/07,All Fire/Emergency Incidents,Staten Island,2310,4:43
2012/07,All Fire/Emergency Incidents,Brooklyn,12295,4:15
2012/07,All Fire/Emergency Incidents,Queens,8846,4:52
2012/07,False Alarm,New York City,2372,4:33
2012/07,False Alarm,Manhattan,560,4:48
2012/07,False Alarm,Bronx,599,4:40
2012/07,False Alarm,Staten Island,195,4:29
2012/07,False Alarm,Brooklyn,464,4:05
2012/07,False Alarm,Queens,554,4:36
2012/07,Medical Emergencies,New York City,19331,4:11
2012/07,Medical Emergencies,Manhattan,5333,4:16
2012/07,Medical Emergencies,Bronx,3577,4:23
2012/07,Medical Emergencies,Staten Island,919,4:21
2012/07,Medical Emergencies,Brooklyn,5650,3:49
2012/07,Medical Emergencies,Queens,3852,4:23
2012/07,Medical False Alarm,New York City,342,4:17
2012/07,Medical False Alarm,Manhattan,115,4:29
2012/07,Medical False Alarm,Bronx,62,4:38
2012/07,Medical False Alarm,Staten Island,11,4:12
2012/07,Medical False Alarm,Brooklyn,99,3:41
2012/07,Medical False Alarm,Queens,55,4:32
2012/07,NonMedical Emergencies,New York City,18454,5:13
2012/07,NonMedical Emergencies,Manhattan,4813,5:18
2012/07,NonMedical Emergencies,Bronx,3837,5:32
2012/07,NonMedical Emergencies,Staten Island,991,5:06
2012/07,NonMedical Emergencies,Brooklyn,5099,4:48
2012/07,NonMedical Emergencies,Queens,3714,5:24
2012/07,NonStructural Fires,New York City,1344,4:20
2012/07,NonStructural Fires,Manhattan,335,4:23
2012/07,NonStructural Fires,Bronx,230,4:44
2012/07,NonStructural Fires,Staten Island,90,4:33
2012/07,NonStructural Fires,Brooklyn,396,3:54
2012/07,NonStructural Fires,Queens,293,4:31
2012/07,Structural Fires,New York City,1940,3:59
2012/07,Structural Fires,Manhattan,457,4:08
2012/07,Structural Fires,Bronx,414,4:04
2012/07,Structural Fires,Staten Island,104,4:38
2012/07,Structural Fires,Brooklyn,587,3:31
2012/07,Structural Fires,Queens,378,4:17
2012/06,All Fire/Emergency Incidents,New York City,42027,4:41
2012/06,All Fire/Emergency Incidents,Manhattan,11141,4:53
2012/06,All Fire/Emergency Incidents,Bronx,8270,4:57
2012/06,All Fire/Emergency Incidents,Staten Island,2181,4:45
2012/06,All Fire/Emergency Incidents,Brooklyn,11931,4:11
2012/06,All Fire/Emergency Incidents,Queens,8504,4:52
2012/06,False Alarm,New York City,2173,4:33
2012/06,False Alarm,Manhattan,465,4:47
2012/06,False Alarm,Bronx,541,4:51
2012/06,False Alarm,Staten Island,191,4:31
2012/06,False Alarm,Brooklyn,460,3:55
2012/06,False Alarm,Queens,516,4:36
2012/06,Medical Emergencies,New York City,19159,4:10
2012/06,Medical Emergencies,Manhattan,5336,4:23
2012/06,Medical Emergencies,Bronx,3479,4:18
2012/06,Medical Emergencies,Staten Island,902,4:26
2012/06,Medical Emergencies,Brooklyn,5582,3:46
2012/06,Medical Emergencies,Queens,3860,4:22
2012/06,Medical False Alarm,New York City,339,4:17
2012/06,Medical False Alarm,Manhattan,95,4:29
2012/06,Medical False Alarm,Bronx,66,4:39
2012/06,Medical False Alarm,Staten Island,7,3:44
2012/06,Medical False Alarm,Brooklyn,99,3:54
2012/06,Medical False Alarm,Queens,72,4:14
2012/06,NonMedical Emergencies,New York City,17265,5:14
2012/06,NonMedical Emergencies,Manhattan,4539,5:25
2012/06,NonMedical Emergencies,Bronx,3594,5:33
2012/06,NonMedical Emergencies,Staten Island,916,5:04
2012/06,NonMedical Emergencies,Brooklyn,4805,4:43
2012/06,NonMedical Emergencies,Queens,3411,5:26
2012/06,NonStructural Fires,New York City,1168,4:26
2012/06,NonStructural Fires,Manhattan,242,4:30
2012/06,NonStructural Fires,Bronx,187,4:55
2012/06,NonStructural Fires,Staten Island,62,4:59
2012/06,NonStructural Fires,Brooklyn,421,3:49
2012/06,NonStructural Fires,Queens,256,4:53
2012/06,Structural Fires,New York City,1923,4:04
2012/06,Structural Fires,Manhattan,464,4:07
2012/06,Structural Fires,Bronx,403,4:12
2012/06,Structural Fires,Staten Island,103,4:40
2012/06,Structural Fires,Brooklyn,564,3:38
2012/06,Structural Fires,Queens,389,4:21
2012/05,All Fire/Emergency Incidents,New York City,40445,4:35
2012/05,All Fire/Emergency Incidents,Manhattan,10909,4:50
2012/05,All Fire/Emergency Incidents,Bronx,8093,4:52
2012/05,All Fire/Emergency Incidents,Staten Island,2106,4:34
2012/05,All Fire/Emergency Incidents,Brooklyn,11463,4:07
2012/05,All Fire/Emergency Incidents,Queens,7874,4:42
2012/05,False Alarm,New York City,1885,4:31
2012/05,False Alarm,Manhattan,380,4:51
2012/05,False Alarm,Bronx,456,4:43
2012/05,False Alarm,Staten Island,156,4:33
2012/05,False Alarm,Brooklyn,408,4:04
2012/05,False Alarm,Queens,485,4:27
2012/05,Medical Emergencies,New York City,18655,4:09
2012/05,Medical Emergencies,Manhattan,5134,4:20
2012/05,Medical Emergencies,Bronx,3479,4:19
2012/05,Medical Emergencies,Staten Island,904,4:23
2012/05,Medical Emergencies,Brooklyn,5447,3:47
2012/05,Medical Emergencies,Queens,3691,4:20
2012/05,Medical False Alarm,New York City,345,4:13
2012/05,Medical False Alarm,Manhattan,74,4:18
2012/05,Medical False Alarm,Bronx,82,4:26
2012/05,Medical False Alarm,Staten Island,12,3:31
2012/05,Medical False Alarm,Brooklyn,108,3:53
2012/05,Medical False Alarm,Queens,69,4:31
2012/05,NonMedical Emergencies,New York City,16559,5:04
2012/05,NonMedical Emergencies,Manhattan,4630,5:18
2012/05,NonMedical Emergencies,Bronx,3459,5:24
2012/05,NonMedical Emergencies,Staten Island,897,4:48
2012/05,NonMedical Emergencies,Brooklyn,4553,4:34
2012/05,NonMedical Emergencies,Queens,3020,5:12
2012/05,NonStructural Fires,New York City,939,4:19
2012/05,NonStructural Fires,Manhattan,221,4:33
2012/05,NonStructural Fires,Bronx,166,4:52
2012/05,NonStructural Fires,Staten Island,48,4:13
2012/05,NonStructural Fires,Brooklyn,293,3:43
2012/05,NonStructural Fires,Queens,211,4:31
2012/05,Structural Fires,New York City,2062,4:02
2012/05,Structural Fires,Manhattan,470,4:13
2012/05,Structural Fires,Bronx,451,4:15
2012/05,Structural Fires,Staten Island,89,4:18
2012/05,Structural Fires,Brooklyn,654,3:35
2012/05,Structural Fires,Queens,398,4:12
2012/04,All Fire/Emergency Incidents,New York City,37945,4:33
2012/04,All Fire/Emergency Incidents,Manhattan,9955,4:46
2012/04,All Fire/Emergency Incidents,Bronx,7423,4:49
2012/04,All Fire/Emergency Incidents,Staten Island,2047,4:42
2012/04,All Fire/Emergency Incidents,Brooklyn,10958,4:05
2012/04,All Fire/Emergency Incidents,Queens,7562,4:42
2012/04,False Alarm,New York City,1673,4:30
2012/04,False Alarm,Manhattan,357,4:55
2012/04,False Alarm,Bronx,420,4:35
2012/04,False Alarm,Staten Island,133,4:27
2012/04,False Alarm,Brooklyn,370,4:02
2012/04,False Alarm,Queens,393,4:28
2012/04,Medical Emergencies,New York City,17060,4:09
2012/04,Medical Emergencies,Manhattan,4593,4:18
2012/04,Medical Emergencies,Bronx,3188,4:17
2012/04,Medical Emergencies,Staten Island,845,4:23
2012/04,Medical Emergencies,Brooklyn,4938,3:44
2012/04,Medical Emergencies,Queens,3496,4:23
2012/04,Medical False Alarm,New York City,265,4:22
2012/04,Medical False Alarm,Manhattan,69,4:05
2012/04,Medical False Alarm,Bronx,57,5:09
2012/04,Medical False Alarm,Staten Island,11,5:30
2012/04,Medical False Alarm,Brooklyn,73,3:52
2012/04,Medical False Alarm,Queens,55,4:25
2012/04,NonMedical Emergencies,New York City,15009,5:01
2012/04,NonMedical Emergencies,Manhattan,4051,5:12
2012/04,NonMedical Emergencies,Bronx,3025,5:23
2012/04,NonMedical Emergencies,Staten Island,798,4:59
2012/04,NonMedical Emergencies,Brooklyn,4277,4:30
2012/04,NonMedical Emergencies,Queens,2858,5:07
2012/04,NonStructural Fires,New York City,1679,4:32
2012/04,NonStructural Fires,Manhattan,394,4:33
2012/04,NonStructural Fires,Bronx,244,4:51
2012/04,NonStructural Fires,Staten Island,141,5:04
2012/04,NonStructural Fires,Brooklyn,563,4:04
2012/04,NonStructural Fires,Queens,337,4:39
2012/04,Structural Fires,New York City,2259,3:58
2012/04,Structural Fires,Manhattan,491,4:11
2012/04,Structural Fires,Bronx,489,4:01
2012/04,Structural Fires,Staten Island,119,4:25
2012/04,Structural Fires,Brooklyn,737,3:32
2012/04,Structural Fires,Queens,423,4:18
2012/03,All Fire/Emergency Incidents,New York City,38786,4:29
2012/03,All Fire/Emergency Incidents,Manhattan,10355,4:40
2012/03,All Fire/Emergency Incidents,Bronx,7747,4:43
2012/03,All Fire/Emergency Incidents,Staten Island,2000,4:32
2012/03,All Fire/Emergency Incidents,Brooklyn,10931,4:04
2012/03,All Fire/Emergency Incidents,Queens,7753,4:37
2012/03,False Alarm,New York City,1589,4:32
2012/03,False Alarm,Manhattan,338,4:34
2012/03,False Alarm,Bronx,370,4:52
2012/03,False Alarm,Staten Island,136,4:27
2012/03,False Alarm,Brooklyn,364,4:06
2012/03,False Alarm,Queens,381,4:38
2012/03,Medical Emergencies,New York City,17665,4:06
2012/03,Medical Emergencies,Manhattan,4705,4:15
2012/03,Medical Emergencies,Bronx,3347,4:13
2012/03,Medical Emergencies,Staten Island,822,4:17
2012/03,Medical Emergencies,Brooklyn,5065,3:45
2012/03,Medical Emergencies,Queens,3726,4:18
2012/03,Medical False Alarm,New York City,248,3:50
2012/03,Medical False Alarm,Manhattan,67,3:56
2012/03,Medical False Alarm,Bronx,45,4:16
2012/03,Medical False Alarm,Staten Island,12,3:48
2012/03,Medical False Alarm,Brooklyn,83,3:31
2012/03,Medical False Alarm,Queens,41,3:51
2012/03,NonMedical Emergencies,New York City,15883,4:54
2012/03,NonMedical Emergencies,Manhattan,4386,5:06
2012/03,NonMedical Emergencies,Bronx,3341,5:10
2012/03,NonMedical Emergencies,Staten Island,822,4:44
2012/03,NonMedical Emergencies,Brooklyn,4422,4:28
2012/03,NonMedical Emergencies,Queens,2912,5:02
2012/03,NonStructural Fires,New York City,1172,4:24
2012/03,NonStructural Fires,Manhattan,331,4:23
2012/03,NonStructural Fires,Bronx,182,4:41
2012/03,NonStructural Fires,Staten Island,91,4:46
2012/03,NonStructural Fires,Brooklyn,316,3:59
2012/03,NonStructural Fires,Queens,252,4:36
2012/03,Structural Fires,New York City,2229,3:57
2012/03,Structural Fires,Manhattan,528,4:06
2012/03,Structural Fires,Bronx,462,4:04
2012/03,Structural Fires,Staten Island,117,4:25
2012/03,Structural Fires,Brooklyn,681,3:32
2012/03,Structural Fires,Queens,441,4:10
2012/02,All Fire/Emergency Incidents,New York City,34743,4:27
2012/02,All Fire/Emergency Incidents,Manhattan,9101,4:39
2012/02,All Fire/Emergency Incidents,Bronx,7020,4:44
2012/02,All Fire/Emergency Incidents,Staten Island,1808,4:23
2012/02,All Fire/Emergency Incidents,Brooklyn,10017,4:01
2012/02,All Fire/Emergency Incidents,Queens,6797,4:37
2012/02,False Alarm,New York City,1229,4:28
2012/02,False Alarm,Manhattan,276,4:50
2012/02,False Alarm,Bronx,312,4:32
2012/02,False Alarm,Staten Island,105,4:06
2012/02,False Alarm,Brooklyn,244,3:57
2012/02,False Alarm,Queens,292,4:37
2012/02,Medical Emergencies,New York City,16251,4:08
2012/02,Medical Emergencies,Manhattan,4155,4:13
2012/02,Medical Emergencies,Bronx,3140,4:18
2012/02,Medical Emergencies,Staten Island,841,4:16
2012/02,Medical Emergencies,Brooklyn,4737,3:47
2012/02,Medical Emergencies,Queens,3378,4:22
2012/02,Medical False Alarm,New York City,204,4:08
2012/02,Medical False Alarm,Manhattan,67,4:15
2012/02,Medical False Alarm,Bronx,37,3:59
2012/02,Medical False Alarm,Staten Island,10,4:47
2012/02,Medical False Alarm,Brooklyn,59,3:44
2012/02,Medical False Alarm,Queens,31,4:31
2012/02,NonMedical Emergencies,New York City,14032,4:50
2012/02,NonMedical Emergencies,Manhattan,3881,5:03
2012/02,NonMedical Emergencies,Bronx,2934,5:11
2012/02,NonMedical Emergencies,Staten Island,678,4:33
2012/02,NonMedical Emergencies,Brooklyn,4022,4:21
2012/02,NonMedical Emergencies,Queens,2517,4:57
2012/02,NonStructural Fires,New York City,958,4:12
2012/02,NonStructural Fires,Manhattan,262,4:16
2012/02,NonStructural Fires,Bronx,129,4:46
2012/02,NonStructural Fires,Staten Island,64,4:10
2012/02,NonStructural Fires,Brooklyn,300,3:47
2012/02,NonStructural Fires,Queens,203,4:22
2012/02,Structural Fires,New York City,2069,4:00
2012/02,Structural Fires,Manhattan,460,4:12
2012/02,Structural Fires,Bronx,468,4:09
2012/02,Structural Fires,Staten Island,110,4:20
2012/02,Structural Fires,Brooklyn,655,3:31
2012/02,Structural Fires,Queens,376,4:22
2012/01,All Fire/Emergency Incidents,New York City,40277,4:35
2012/01,All Fire/Emergency Incidents,Manhattan,10623,4:46
2012/01,All Fire/Emergency Incidents,Bronx,7973,4:49
2012/01,All Fire/Emergency Incidents,Staten Island,2153,4:34
2012/01,All Fire/Emergency Incidents,Brooklyn,11636,4:08
2012/01,All Fire/Emergency Incidents,Queens,7892,4:46
2012/01,False Alarm,New York City,1393,4:38
2012/01,False Alarm,Manhattan,312,4:56
2012/01,False Alarm,Bronx,313,4:49
2012/01,False Alarm,Staten Island,141,4:38
2012/01,False Alarm,Brooklyn,342,4:05
2012/01,False Alarm,Queens,285,4:45
2012/01,Medical Emergencies,New York City,16898,4:14
2012/01,Medical Emergencies,Manhattan,4237,4:20
2012/01,Medical Emergencies,Bronx,3307,4:24
2012/01,Medical Emergencies,Staten Island,877,4:19
2012/01,Medical Emergencies,Brooklyn,4891,3:51
2012/01,Medical Emergencies,Queens,3586,4:29
2012/01,Medical False Alarm,New York City,236,4:10
2012/01,Medical False Alarm,Manhattan,64,4:26
2012/01,Medical False Alarm,Bronx,46,4:32
2012/01,Medical False Alarm,Staten Island,14,3:44
2012/01,Medical False Alarm,Brooklyn,71,3:40
2012/01,Medical False Alarm,Queens,41,4:29
2012/01,NonMedical Emergencies,New York City,18085,4:55
2012/01,NonMedical Emergencies,Manhattan,5063,5:05
2012/01,NonMedical Emergencies,Bronx,3634,5:12
2012/01,NonMedical Emergencies,Staten Island,944,4:49
2012/01,NonMedical Emergencies,Brooklyn,5172,4:28
2012/01,NonMedical Emergencies,Queens,3272,5:07
2012/01,NonStructural Fires,New York City,1424,4:21
2012/01,NonStructural Fires,Manhattan,446,4:30
2012/01,NonStructural Fires,Bronx,190,4:48
2012/01,NonStructural Fires,Staten Island,79,4:24
2012/01,NonStructural Fires,Brooklyn,430,3:48
2012/01,NonStructural Fires,Queens,279,4:36
2012/01,Structural Fires,New York City,2241,4:00
2012/01,Structural Fires,Manhattan,501,4:11
2012/01,Structural Fires,Bronx,483,4:09
2012/01,Structural Fires,Staten Island,98,4:11
2012/01,Structural Fires,Brooklyn,730,3:36
2012/01,Structural Fires,Queens,429,4:18
2011/12,All Fire/Emergency Incidents,New York City,41765,4:33
2011/12,All Fire/Emergency Incidents,Manhattan,10945,4:46
2011/12,All Fire/Emergency Incidents,Bronx,8122,4:48
2011/12,All Fire/Emergency Incidents,Staten Island,2308,4:35
2011/12,All Fire/Emergency Incidents,Brooklyn,11829,4:04
2011/12,All Fire/Emergency Incidents,Queens,8561,4:44
2011/12,False Alarm,New York City,1680,4:33
2011/12,False Alarm,Manhattan,440,4:55
2011/12,False Alarm,Bronx,368,4:44
2011/12,False Alarm,Staten Island,150,4:30
2011/12,False Alarm,Brooklyn,338,3:49
2011/12,False Alarm,Queens,384,4:38
2011/12,Medical Emergencies,New York City,18108,4:14
2011/12,Medical Emergencies,Manhattan,4799,4:23
2011/12,Medical Emergencies,Bronx,3231,4:23
2011/12,Medical Emergencies,Staten Island,973,4:27
2011/12,Medical Emergencies,Brooklyn,5150,3:52
2011/12,Medical Emergencies,Queens,3955,4:24
2011/12,Medical False Alarm,New York City,296,4:13
2011/12,Medical False Alarm,Manhattan,66,4:20
2011/12,Medical False Alarm,Bronx,65,4:42
2011/12,Medical False Alarm,Staten Island,13,4:42
2011/12,Medical False Alarm,Brooklyn,100,3:42
2011/12,Medical False Alarm,Queens,52,4:25
2011/12,NonMedical Emergencies,New York City,18279,4:53
2011/12,NonMedical Emergencies,Manhattan,4887,5:05
2011/12,NonMedical Emergencies,Bronx,3779,5:10
